Region,Territory,"Pricing, Delivery_Terms_Quote_Appr","Pricing, Delivery_Terms_Approved",Bureaucratic_Code_0_Approval,Bureaucratic_Code_0_Approved,Submitted_for_Approval,Bureaucratic_Code,Account_Created_Date,Source ,Billing_Country,Account_Name,Opportunity_ID,Account_Owner,Opportunity_Owner,Account_Type,Opportunity_Type,Delivery_Terms,Opportunity_Created_Date,Quote_Expiry_Date,Last_Modified_Date,Last_Modified_By,Product_Family,Product_Name,ASP_Currency,ASP,ASP_(converted),Planned_Delivery_Start_Date,Planned_Delivery_End_Date,Month,Delivery_Quarter,Delivery_Year,TRF,Total_Amount_Currency,Total_Amount,Total_Taxable_Amount_Currency,Total_Taxable_Amount,Stage,Fecha
0.0,0.09090909090909091,1,0,0,0,0,0.0,5588,0.09090909090909091,0.0,0.0,9,0.0,0.0,0.09090909090909091,0.0,0.16666666666666666,5821,0.0,5939,0.0,0.3333333333333333,0.5,0.0,78.0,0.70125,5903,5903.0,5875,0.1875,2016,0,0.0,385320.0,0.0,559320.0,Closed Lost,2015-12-09
0.0,0.08333333333333333,1,0,0,0,0,0.0,5588,0.08333333333333333,0.0,0.0,10,0.0,0.0,0.08333333333333333,0.0,0.15384615384615385,5821,0.0,5939,0.0,0.0,0.0,0.0,0.0,0.0,5903,5903.0,5875,0.17647058823529413,2016,0,0.0,23400.0,0.0,579600.0,Closed Lost,2015-12-09
0.0,0.07692307692307693,1,0,0,0,0,0.0,5588,0.07692307692307693,0.0,0.0,10,0.0,0.0,0.07692307692307693,0.0,0.14285714285714285,5821,0.0,5939,0.0,0.0,0.0,0.0,0.0,0.0,5903,5903.0,5875,0.16666666666666666,2016,0,0.0,4400.0,0.0,579600.0,Closed Lost,2015-12-09
0.0,0.07142857142857142,1,0,0,0,0,0.0,5588,0.07142857142857142,0.0,0.0,10,0.0,0.0,0.07142857142857142,0.0,0.13333333333333333,5821,0.0,5939,0.0,0.0,0.0,0.0,0.0,0.0,5903,5903.0,5875,0.15789473684210525,2016,0,0.0,6200.0,0.0,579600.0,Closed Lost,2015-12-09
0.0,0.06666666666666667,1,0,0,0,0,0.0,5588,0.06666666666666667,0.0,0.0,10,0.0,0.0,0.06666666666666667,0.0,0.125,5821,0.0,5939,0.0,0.0,0.0,0.0,0.0,0.0,5903,5903.0,5875,0.15,2016,0,0.0,140000.0,0.0,579600.0,Closed Lost,2015-12-09
0.0,0.0625,1,0,0,0,0,0.0,5588,0.0625,0.0,0.0,10,0.0,0.0,0.0625,0.0,0.11764705882352941,5821,0.0,5939,0.0,0.25,0.3333333333333333,0.0,78.0,0.70125,5903,5903.0,5875,0.14285714285714285,2016,0,0.0,405600.0,0.0,579600.0,Closed Lost,2015-12-09
0.0,0.0,1,1,1,1,0,0.75,5764,0.058823529411764705,0.0,0.0,11,0.0,0.0,0.058823529411764705,0.0,0.0,5821,5934.0,5850,0.0,0.0,0.0,0.3333333333333333,0.539,0.539,5852,5858.0,5844,0.13636363636363635,2016,3,0.3333333333333333,1621851.0,0.3333333333333333,1621851.0,Closed Won,2015-12-09
1.0,1.0,1,1,0,0,0,0.8,5821,0.1111111111111111,0.0,0.0,12,0.0,1.0,0.1111111111111111,0.75,0.25,5821,5934.0,5933,1.0,0.2,0.25,0.42857142857142855,0.55,0.55,5861,5874.0,5844,0.17391304347826086,2016,0,0.42857142857142855,221650.0,0.42857142857142855,221650.0,Closed Lost,2015-12-09
0.0,0.058823529411764705,1,0,0,0,0,0.0,5588,0.10526315789473684,0.0,0.0,13,0.0,0.0,0.10526315789473684,0.0,0.1111111111111111,5821,0.0,5939,0.0,0.0,0.0,0.0,0.0,0.0,5903,5903.0,5875,0.16666666666666666,2016,0,0.0,4400.0,0.0,1012920.0,Closed Lost,2015-12-09
0.0,0.05555555555555555,1,0,0,0,0,0.0,5588,0.1,0.0,0.0,13,0.0,0.0,0.1,0.0,0.10526315789473684,5821,0.0,5939,0.0,0.0,0.0,0.0,0.0,0.0,5903,5903.0,5875,0.16,2016,0,0.0,1600.0,0.0,1012920.0,Closed Lost,2015-12-09
0.0,0.05263157894736842,1,0,0,0,0,0.0,5588,0.09523809523809523,0.0,0.0,13,0.0,0.0,0.09523809523809523,0.0,0.1,5821,0.0,5939,0.0,0.0,0.0,0.0,0.0,0.0,5903,5903.0,5875,0.15384615384615385,2016,0,0.0,31200.0,0.0,1012920.0,Closed Lost,2015-12-09
0.0,0.05,1,0,0,0,0,0.0,5588,0.09090909090909091,0.0,0.0,13,0.0,0.0,0.09090909090909091,0.0,0.09523809523809523,5821,0.0,5939,0.0,0.0,0.0,0.0,0.0,0.0,5903,5903.0,5875,0.14814814814814814,2016,0,0.0,6200.0,0.0,1012920.0,Closed Lost,2015-12-09
0.0,0.047619047619047616,1,0,0,0,0,0.0,5588,0.08695652173913043,0.0,0.0,13,0.0,0.0,0.08695652173913043,0.0,0.09090909090909091,5821,0.0,5939,0.0,0.0,0.0,0.0,0.0,0.0,5903,5903.0,5875,0.14285714285714285,2016,0,0.0,280000.0,0.0,1012920.0,Closed Lost,2015-12-09
0.0,0.045454545454545456,1,0,0,0,0,0.0,5588,0.08333333333333333,0.0,0.0,13,0.0,0.0,0.08333333333333333,0.0,0.08695652173913043,5821,0.0,5939,0.0,0.16666666666666666,0.2,0.0,78.0,0.70125,5903,5903.0,5875,0.13793103448275862,2016,0,0.0,689520.0,0.0,1012920.0,Closed Lost,2015-12-09
0.0,0.043478260869565216,1,0,0,0,0,0.0,5588,0.08,0.0,0.0,14,0.0,0.0,0.08,0.0,0.08333333333333333,5821,0.0,5939,0.0,0.0,0.0,0.0,0.0,0.0,5903,5903.0,5875,0.13333333333333333,2016,0,0.0,1600.0,0.0,972360.0,Closed Lost,2015-12-09
0.0,0.041666666666666664,1,0,0,0,0,0.0,5588,0.07692307692307693,0.0,0.0,14,0.0,0.0,0.07692307692307693,0.0,0.08,5821,0.0,5939,0.0,0.0,0.0,0.0,0.0,0.0,5903,5903.0,5875,0.12903225806451613,2016,0,0.0,31200.0,0.0,972360.0,Closed Lost,2015-12-09
0.0,0.04,1,0,0,0,0,0.0,5588,0.07407407407407407,0.0,0.0,14,0.0,0.0,0.07407407407407407,0.0,0.07692307692307693,5821,0.0,5939,0.0,0.0,0.0,0.0,0.0,0.0,5903,5903.0,5875,0.125,2016,0,0.0,4400.0,0.0,972360.0,Closed Lost,2015-12-09
0.0,0.038461538461538464,1,0,0,0,0,0.0,5588,0.07142857142857142,0.0,0.0,14,0.0,0.0,0.07142857142857142,0.0,0.07407407407407407,5821,0.0,5939,0.0,0.0,0.0,0.0,0.0,0.0,5903,5903.0,5875,0.12121212121212122,2016,0,0.0,6200.0,0.0,972360.0,Closed Lost,2015-12-09
0.0,0.037037037037037035,1,0,0,0,0,0.0,5588,0.06896551724137931,0.0,0.0,14,0.0,0.0,0.06896551724137931,0.0,0.07142857142857142,5821,0.0,5939,0.0,0.0,0.0,0.0,0.0,0.0,5903,5903.0,5875,0.11764705882352941,2016,0,0.0,280000.0,0.0,972360.0,Closed Lost,2015-12-09
0.0,0.03571428571428571,1,0,0,0,0,0.0,5588,0.06666666666666667,0.0,0.0,14,0.0,0.0,0.06666666666666667,0.0,0.06896551724137931,5821,0.0,5939,0.0,0.14285714285714285,0.16666666666666666,0.0,78.0,0.70125,5903,5903.0,5875,0.11428571428571428,2016,0,0.0,648960.0,0.0,972360.0,Closed Lost,2015-12-09
0.0,0.034482758620689655,1,0,0,0,0,0.0,5588,0.06451612903225806,0.0,0.0,15,0.0,0.0,0.06451612903225806,0.0,0.06666666666666667,5821,0.0,5939,0.0,0.0,0.0,0.0,0.0,0.0,5903,5903.0,5875,0.1111111111111111,2016,0,0.0,3600.0,0.0,1144120.0,Closed Lost,2015-12-09
0.0,0.03333333333333333,1,0,0,0,0,0.0,5588,0.0625,0.0,0.0,15,0.0,0.0,0.0625,0.0,0.06451612903225806,5821,0.0,5939,0.0,0.0,0.0,0.0,0.0,0.0,5903,5903.0,5875,0.10810810810810811,2016,0,0.0,39000.0,0.0,1144120.0,Closed Lost,2015-12-09
0.0,0.03225806451612903,1,0,0,0,0,0.0,5588,0.06060606060606061,0.0,0.0,15,0.0,0.0,0.06060606060606061,0.0,0.0625,5821,0.0,5939,0.0,0.0,0.0,0.0,0.0,0.0,5903,5903.0,5875,0.10526315789473684,2016,0,0.0,4400.0,0.0,1144120.0,Closed Lost,2015-12-09
0.0,0.03125,1,0,0,0,0,0.0,5588,0.058823529411764705,0.0,0.0,15,0.0,0.0,0.058823529411764705,0.0,0.06060606060606061,5821,0.0,5939,0.0,0.0,0.0,0.0,0.0,0.0,5903,5903.0,5875,0.10256410256410256,2016,0,0.0,6200.0,0.0,1144120.0,Closed Lost,2015-12-09
0.0,0.030303030303030304,1,0,0,0,0,0.0,5588,0.05714285714285714,0.0,0.0,15,0.0,0.0,0.05714285714285714,0.0,0.058823529411764705,5821,0.0,5939,0.0,0.0,0.0,0.0,0.0,0.0,5903,5903.0,5875,0.1,2016,0,0.0,160000.0,0.0,1144120.0,Closed Lost,2015-12-09
0.0,0.029411764705882353,1,0,0,0,0,0.0,5588,0.05555555555555555,0.0,0.0,15,0.0,0.0,0.05555555555555555,0.0,0.05714285714285714,5821,0.0,5939,0.0,0.0,0.0,0.0,0.0,0.0,5903,5903.0,5875,0.0975609756097561,2016,0,0.0,140000.0,0.0,1144120.0,Closed Lost,2015-12-09
0.0,0.02857142857142857,1,0,0,0,0,0.0,5588,0.05405405405405406,0.0,0.0,15,0.0,0.0,0.05405405405405406,0.0,0.05555555555555555,5821,0.0,5939,0.0,0.125,0.14285714285714285,0.0,78.0,0.70125,5903,5903.0,5875,0.09523809523809523,2016,0,0.0,790920.0,0.0,1144120.0,Closed Lost,2015-12-09
0.0,0.027777777777777776,1,0,0,0,0,0.0,5588,0.05263157894736842,0.0,0.0,16,0.0,0.0,0.05263157894736842,0.0,0.05405405405405406,5821,0.0,5939,0.0,0.0,0.0,0.0,0.0,0.0,5903,5903.0,5875,0.09302325581395349,2016,0,0.0,1600.0,0.0,1359040.0,Closed Lost,2015-12-09
0.0,0.02702702702702703,1,0,0,0,0,0.0,5588,0.05128205128205128,0.0,0.0,16,0.0,0.0,0.05128205128205128,0.0,0.05263157894736842,5821,0.0,5939,0.0,0.0,0.0,0.0,0.0,0.0,5903,5903.0,5875,0.09090909090909091,2016,0,0.0,30000.0,0.0,1359040.0,Closed Lost,2015-12-09
0.0,0.02631578947368421,1,0,0,0,0,0.0,5588,0.05,0.0,0.0,16,0.0,0.0,0.05,0.0,0.05128205128205128,5821,0.0,5939,0.0,0.0,0.0,0.0,0.0,0.0,5903,5903.0,5875,0.08888888888888889,2016,0,0.0,23400.0,0.0,1359040.0,Closed Lost,2015-12-09
0.0,0.02564102564102564,1,0,0,0,0,0.0,5588,0.04878048780487805,0.0,0.0,16,0.0,0.0,0.04878048780487805,0.0,0.05,5821,0.0,5939,0.0,0.0,0.0,0.0,0.0,0.0,5903,5903.0,5875,0.08695652173913043,2016,0,0.0,4400.0,0.0,1359040.0,Closed Lost,2015-12-09
0.0,0.025,1,0,0,0,0,0.0,5588,0.047619047619047616,0.0,0.0,16,0.0,0.0,0.047619047619047616,0.0,0.04878048780487805,5821,0.0,5939,0.0,0.0,0.0,0.0,0.0,0.0,5903,5903.0,5875,0.0851063829787234,2016,0,0.0,6200.0,0.0,1359040.0,Closed Lost,2015-12-09
0.0,0.024390243902439025,1,0,0,0,0,0.0,5588,0.046511627906976744,0.0,0.0,16,0.0,0.0,0.046511627906976744,0.0,0.047619047619047616,5821,0.0,5939,0.0,0.0,0.0,0.0,0.0,0.0,5903,5903.0,5875,0.08333333333333333,2016,0,0.0,320000.0,0.0,1359040.0,Closed Lost,2015-12-09
0.0,0.023809523809523808,1,0,0,0,0,0.0,5588,0.045454545454545456,0.0,0.0,16,0.0,0.0,0.045454545454545456,0.0,0.046511627906976744,5821,0.0,5939,0.0,0.1111111111111111,0.125,0.0,78.0,0.70125,5903,5903.0,5875,0.08163265306122448,2016,0,0.0,973440.0,0.0,1359040.0,Closed Lost,2015-12-09
0.0,0.023255813953488372,1,0,0,0,0,0.0,5588,0.044444444444444446,0.0,0.0,17,0.0,0.0,0.044444444444444446,0.0,0.045454545454545456,5821,0.0,5849,0.0,0.0,0.0,0.0,0.0,0.0,5903,5903.0,5875,0.08,2016,0,0.0,31200.0,0.0,486000.0,Closed Lost,2015-12-09
0.0,0.022727272727272728,1,0,0,0,0,0.0,5588,0.043478260869565216,0.0,0.0,17,0.0,0.0,0.043478260869565216,0.0,0.044444444444444446,5821,0.0,5849,0.0,0.0,0.0,0.0,0.0,0.0,5903,5903.0,5875,0.0784313725490196,2016,0,0.0,4400.0,0.0,486000.0,Closed Lost,2015-12-09
0.0,0.022222222222222223,1,0,0,0,0,0.0,5588,0.0425531914893617,0.0,0.0,17,0.0,0.0,0.0425531914893617,0.0,0.043478260869565216,5821,0.0,5849,0.0,0.0,0.0,0.0,0.0,0.0,5903,5903.0,5875,0.07692307692307693,2016,0,0.0,6200.0,0.0,486000.0,Closed Lost,2015-12-09
0.0,0.021739130434782608,1,0,0,0,0,0.0,5588,0.041666666666666664,0.0,0.0,17,0.0,0.0,0.041666666666666664,0.0,0.0425531914893617,5821,0.0,5849,0.0,0.0,0.0,0.0,0.0,0.0,5903,5903.0,5875,0.07547169811320754,2016,0,0.0,140000.0,0.0,486000.0,Closed Lost,2015-12-09
0.0,0.02127659574468085,1,0,0,0,0,0.0,5588,0.04081632653061224,0.0,0.0,17,0.0,0.0,0.04081632653061224,0.0,0.041666666666666664,5821,0.0,5849,0.0,0.1,0.1111111111111111,0.0,78.0,0.70125,5903,5903.0,5875,0.07407407407407407,2016,0,0.0,304200.0,0.0,486000.0,Closed Lost,2015-12-09
0.0,0.020833333333333332,1,0,0,0,0,0.0,5588,0.04,0.0,0.0,18,0.0,0.0,0.04,0.0,0.04081632653061224,5821,0.0,5939,0.0,0.0,0.0,0.0,0.0,0.0,5903,5903.0,5875,0.07272727272727272,2016,0,0.0,9600.0,0.0,576720.0,Closed Lost,2015-12-09
0.0,0.02040816326530612,1,0,0,0,0,0.0,5588,0.0392156862745098,0.0,0.0,18,0.0,0.0,0.0392156862745098,0.0,0.04,5821,0.0,5939,0.0,0.0,0.0,0.0,0.0,0.0,5903,5903.0,5875,0.07142857142857142,2016,0,0.0,31200.0,0.0,576720.0,Closed Lost,2015-12-09
0.0,0.02,1,0,0,0,0,0.0,5588,0.038461538461538464,0.0,0.0,18,0.0,0.0,0.038461538461538464,0.0,0.0392156862745098,5821,0.0,5939,0.0,0.0,0.0,0.0,0.0,0.0,5903,5903.0,5875,0.07017543859649122,2016,0,0.0,4400.0,0.0,576720.0,Closed Lost,2015-12-09
0.0,0.0196078431372549,1,0,0,0,0,0.0,5588,0.03773584905660377,0.0,0.0,18,0.0,0.0,0.03773584905660377,0.0,0.038461538461538464,5821,0.0,5939,0.0,0.0,0.0,0.0,0.0,0.0,5903,5903.0,5875,0.06896551724137931,2016,0,0.0,6200.0,0.0,576720.0,Closed Lost,2015-12-09
0.0,0.019230769230769232,1,0,0,0,0,0.0,5588,0.037037037037037035,0.0,0.0,18,0.0,0.0,0.037037037037037035,0.0,0.03773584905660377,5821,0.0,5939,0.0,0.0,0.0,0.0,0.0,0.0,5903,5903.0,5875,0.06779661016949153,2016,0,0.0,140000.0,0.0,576720.0,Closed Lost,2015-12-09
0.0,0.018867924528301886,1,0,0,0,0,0.0,5588,0.03636363636363636,0.0,0.0,18,0.0,0.0,0.03636363636363636,0.0,0.037037037037037035,5821,0.0,5939,0.0,0.09090909090909091,0.1,0.0,78.0,0.70125,5903,5903.0,5875,0.06666666666666667,2016,0,0.0,385320.0,0.0,576720.0,Closed Lost,2015-12-09
0.5,0.0,1,1,1,1,0,0.6666666666666666,4956,1.0,0.0,0.0,19,0.0,0.0,0.0,0.0,0.5,5821,5835.0,6145,0.0,0.0,0.0,0.5,0.55,0.6221,5945,5949.0,5935,0.0,2016,0,0.5,259875.0,0.5,259875.0,Closed Lost,2015-12-09
0.3333333333333333,0.0,0,0,0,0,0,0.5714285714285714,4956,0.6666666666666666,0.0,0.0,20,0.0,0.0,0.0,0.0,0.3333333333333333,5821,5851.0,5821,0.0,0.08333333333333333,0.09090909090909091,0.3333333333333333,0.53,0.59948,5861,5872.0,5844,0.06557377049180328,2016,0,0.3333333333333333,103350.0,0.3333333333333333,103350.0,Closed Won,2015-12-09
0.3333333333333333,0.3333333333333333,0,0,0,0,0,0.625,4982,0.03571428571428571,0.3333333333333333,0.0,21,0.0,0.3333333333333333,0.3333333333333333,0.0,0.03636363636363636,5822,0.0,6262,0.0,0.0,0.0,0.375,0.65,0.65,5904,5934.0,5904,0.08064516129032258,2016,5,0.375,3184974.0,0.375,3184974.0,Closed Won,2015-12-10
0.0,0.018518518518518517,1,1,0,0,0,0.6666666666666666,5588,0.05263157894736842,0.0,0.0,22,0.0,0.0,0.03571428571428571,0.018518518518518517,0.05357142857142857,5822,5848.0,5848,0.0,0.15384615384615385,0.16666666666666666,0.0,78.0,0.70125,5851,5851.0,5844,0.09523809523809523,2016,0,0.0,243360.0,0.0,243360.0,Closed Won,2015-12-10
0.5,0.0,0,0,0,0,0,0.7,5121,0.06896551724137931,0.0,0.0,23,0.0,0.0,0.5,0.6,0.5,5822,5827.0,6221,0.0,0.21428571428571427,0.23076923076923078,0.5,0.55,0.6221,5851,5855.0,5844,0.109375,2016,0,0.5,214500.0,0.5,214500.0,Closed Won,2015-12-10
0.6,1.0,0,0,0,0,0,0.7272727272727273,5121,0.0847457627118644,1.0,1.0,24,1.0,0.5,0.6666666666666666,0.6666666666666666,0.6,5822,5828.0,6221,1.0,0.26666666666666666,0.2857142857142857,0.6,0.55,0.6221,5858,5862.0,5844,0.12307692307692308,2016,0,0.6,214500.0,0.6,214500.0,Closed Won,2015-12-10
0.6666666666666666,1.0,1,1,0,0,0,0.75,5822,0.1,1.0,0.0,25,1.0,0.6666666666666666,0.75,0.2,0.6666666666666666,5822,5834.0,6221,1.0,0.3125,0.0,0.6666666666666666,0.515,0.5825100000000001,5892,5898.0,5875,0.13636363636363635,2016,3,0.6666666666666666,1556587.5,0.6666666666666666,1556587.5,Closed Lost,2015-12-10
0.5714285714285714,1.0,1,1,1,1,0,0.6923076923076923,4956,0.0,1.0,0.0,26,1.0,1.0,0.6,0.7142857142857143,0.5714285714285714,5823,5857.0,6342,1.0,0.0,0.0,0.5714285714285714,0.385,0.43546999999999997,6302,6355.0,6300,0.0,2017,1,0.5714285714285714,549780.0,0.5714285714285714,549780.0,Closed Lost,2015-12-11
0.5,0.6666666666666666,0,0,0,0,0,0.6428571428571429,4956,0.09836065573770492,0.6666666666666666,0.0,27,0.6666666666666666,0.5,0.5,0.0,0.5,5824,5827.0,6221,0.6666666666666666,0.29411764705882354,0.3333333333333333,0.5,0.55,0.6221,5869,5872.0,5844,0.13432835820895522,2016,0,0.5,107250.0,0.5,420750.0,Closed Won,2015-12-12
0.5555555555555556,0.75,0,0,0,0,0,0.6666666666666666,4956,0.11290322580645161,0.75,1.0,27,0.75,0.6,0.5714285714285714,1.0,0.5555555555555556,5824,5827.0,6221,0.75,0.0,0.0,0.5555555555555556,0.55,0.6221,5869,5872.0,5844,0.14705882352941177,2016,0,0.5555555555555556,103125.0,0.5555555555555556,420750.0,Closed Won,2015-12-12
0.6,0.8,0,0,0,0,0,0.6875,4956,0.12698412698412698,0.8,1.0,27,0.8,0.6666666666666666,0.625,1.0,0.6,5824,5827.0,6221,0.8,0.3333333333333333,0.375,0.6,0.55,0.6221,5862,5865.0,5844,0.15942028985507245,2016,0,0.6,107250.0,0.6,420750.0,Closed Won,2015-12-12
0.6363636363636364,0.8333333333333334,0,0,0,0,0,0.7058823529411765,4956,0.140625,0.8333333333333334,0.0,28,0.8333333333333334,0.7142857142857143,0.6666666666666666,0.625,0.6363636363636364,5824,5827.0,6221,0.8333333333333334,0.3684210526315789,0.4117647058823529,0.6363636363636364,0.55,0.6221,5889,5892.0,5875,0.17142857142857143,2016,0,0.6363636363636364,107250.0,0.6363636363636364,429000.0,Closed Won,2015-12-12
0.6666666666666666,0.8571428571428571,0,0,0,0,0,0.7222222222222222,4956,0.15384615384615385,0.8571428571428571,1.0,28,0.8571428571428571,0.75,0.7,0.6666666666666666,0.6666666666666666,5824,5827.0,6221,0.8571428571428571,0.4,0.4444444444444444,0.6666666666666666,0.55,0.6221,5875,5877.0,5875,0.18309859154929578,2016,0,0.6666666666666666,107250.0,0.6666666666666666,429000.0,Closed Won,2015-12-12
0.6923076923076923,0.875,0,0,0,0,0,0.7368421052631579,4956,0.16666666666666666,0.875,1.0,28,0.875,0.7777777777777778,0.7272727272727273,0.7,0.6923076923076923,5824,5827.0,6221,0.875,0.42857142857142855,0.47368421052631576,0.6923076923076923,0.55,0.6221,5862,5865.0,5844,0.19444444444444445,2016,0,0.6923076923076923,107250.0,0.6923076923076923,429000.0,Closed Won,2015-12-12
0.7142857142857143,0.8888888888888888,0,0,0,0,0,0.75,4956,0.1791044776119403,0.8888888888888888,1.0,28,0.8888888888888888,0.8,0.75,0.7272727272727273,0.7142857142857143,5824,5827.0,6221,0.8888888888888888,0.45454545454545453,0.5,0.7142857142857143,0.55,0.6221,5854,5857.0,5844,0.2054794520547945,2016,0,0.7142857142857143,107250.0,0.7142857142857143,429000.0,Closed Won,2015-12-12
